,Message,Category
3675,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
827,Hahaha..use your brain dear,ham
4631,Everybody had fun this evening. Miss you.,ham
2607,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,ham
4770,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,ham
5093,Gokila is talking with you aha:),ham
1508,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
4732,K:)eng rocking in ashes:),ham
3077,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",ham
4975,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,ham
675,"I've got  &lt;#&gt; , any way I could pick up?",ham
2279,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,ham
2562,And maybe some pressies,ham
2123,Do you know when the result.,ham
1428,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,ham
2793,Well there's still a bit left if you guys want to tonight,ham
3735,"4 tacos + 1 rajas burrito, right?",ham
3694,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,ham
2656,Great! I have to run now so ttyl!,ham
4643,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,spam
2404,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,ham
4698,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",ham
4783,"Call me, i am senthil from hsbc.",ham
3374,"Looks like you found something to do other than smoke, great job!",ham
3312,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,ham
5191,"Sorry, I'll call later",ham
3739,We stopped to get ice cream and will go back after,ham
2957,Yes there were many sweets,ham
936,Then dun wear jeans lor...,ham
1209,Also maaaan are you missing out,ham
1669,"Yes..but they said its IT.,",ham
5041,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam
4890,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham
1746,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham
3293,Dear good morning how you feeling dear,ham
938,K:)k.are you in college?,ham
4076,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",ham
5349,I'm home...,ham
545,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,ham
5271,So u wan 2 come for our dinner tonight a not?,ham
3802,"It's ok, at least armand's still around",ham
819,Then why you not responding,ham
2810,Oh yeah I forgot. U can only take 2 out shopping at once.,ham
3832,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,ham
2872,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,ham
3599,"Aight, we'll head out in a few",ham
2437,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,ham
2614,Thanks for sending this mental ability question..,ham
4849,S.this will increase the chance of winning.,ham
1329,My exam is for february 4. Wish you a great day.,ham
3031,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",ham
3152,Yeah but which is worse for i,ham
119,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,ham
4056,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,ham
4236,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,spam
946,I cant wait to see you! How were the photos were useful? :),ham
1834,When should I come over?,ham
1370,Did you try making another butt.,ham
578,Ü wait 4 me in sch i finish ard 5..,ham
3393,What r u cooking me for dinner?,ham
4655,Hope you are having a great day.,ham
5337,My birthday is on feb  &lt;#&gt;  da. .,ham
4791,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,ham
2929,Anything...,ham
182,Lol no. U can trust me.,ham
3413,No she didnt. I will search online and let you know.,ham
39,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,ham
3461,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,ham
181,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,ham
5127,Cuz ibored. And don wanna study,ham
1977,Lol alright i was thinkin that too haha,ham
1913,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,ham
1483,Ok...,ham
3627,Yeah right! I'll bring my tape measure fri!,ham
349,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam
1609,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,ham
1584,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",ham
3499,You said to me before i went back to bed that you can't sleep for anything.,ham
1946,Can ü call me at 10:10 to make sure dat i've woken up...,ham
5236,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
5430,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",ham
4245,"Aight, I'm chillin in a friend's room so text me when you're on the way",ham
1613,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,spam
4149,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,spam
2020,From tomorrow onwards eve 6 to 3 work.,ham
295,I accidentally deleted the message. Resend please.,ham
696,Good. Good job. I like entrepreneurs,ham
4993,I'm hungry buy smth home...,ham
822,On the road so cant txt,ham
340,U calling me right? Call my hand phone...,ham
5196,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam
4711,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ham
5535,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",ham
4227,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham
2768,Wow v v impressed. Have funs shopping!,ham
2408,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham
3745,Nobody names their penis a girls name this story doesn't add up at all,ham
1445,Those ducking chinchillas,ham
5154,"Like  &lt;#&gt; , same question",ham
2560,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,ham
89,"Ela kano.,il download, come wen ur free..",ham
113,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,ham
4354,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",ham
5229,It means u could not keep ur words.,ham
173,What time you coming down later?,ham
1055,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,ham
4705,Yar but they say got some error.,ham
5133,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",ham
5206,I will reach ur home in  &lt;#&gt;  minutes,ham
2949,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),ham
510,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
3044,Your bill at 3 is £33.65 so thats not bad!,ham
4220,Anything lor if they all go then i go lor...,ham
1708,Was doing my test earlier. I appreciate you. Will call you tomorrow.,ham
1734,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam
2144,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,ham
3506,"life alle mone,eppolum oru pole allalo",ham
1845,Da is good good player.why he is unsold.,ham
4690,"Didn't try, g and I decided not to head out",ham
2179,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",ham
217,Tired. I haven't slept well the past few nights.,ham
382,"Yeah sure, give me a couple minutes to track down my wallet",ham
5503,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",ham
4828,Yup but it's not giving me problems now so mayb i'll jus leave it...,ham
4413,If i said anything wrong sorry de:-),ham
386,It took Mr owl 3 licks,ham
2102,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,ham
5253,Please tell me not all of my car keys are in your purse,ham
4066,Dont kick coco when he's down,ham
2997,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,ham
1678,Lol where do u come up with these ideas?,ham
3125,My uncles in Atlanta. Wish you guys a great semester.,ham
4006,", ow u dey.i paid 60,400thousad.i told  u would call .",ham
1900,I love working from home :),ham
1309,I jokin oni lar.. Ü busy then i wun disturb ü.,ham
3325,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,ham
2086,Moji i love you more than words. Have a rich day,ham
922,On ma way to school. Can you pls send me ashley's number,ham
1966,Thanks. It was only from tescos but quite nice. All gone now. Speak soon,ham
4649,We are okay. Going to sleep now. Later,ham
5039,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,ham
5436,Mode men or have you left.,ham
3686,Wake me up at  &lt;#&gt;  am morning:),ham
3890,Unlimited texts. Limited minutes.,ham
1747,I don know account details..i will ask my mom and send you.my mom is out of reach now.,ham
5231,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,ham
4518,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",ham
501,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham
